image_id,vertebra,keypoint,gt_x,gt_y,pred_x,pred_y,pred_score,pixel_error,normalized_error,match_iou
2375127,C3,bottom_left,176.0,301.0,177.360595703125,299.3521423339844,0.21212047338485718,2.1369734567393848,0.0034818735924007534,0.9318645000457764
2375127,C3,bottom_right,221.0,289.0,221.16282653808594,288.2826232910156,0.15804360806941986,0.7356234254687,0.00106084618534594,0.9318645000457764
2375127,C3,top_right,217.0,249.0,215.9326934814453,251.16714477539062,0.07597561180591583,2.415711009630955,0.00367601913617592,0.9318645000457764
2375127,C3,top_left,176.0,256.0,175.39930725097656,258.32977294921875,0.11209774762392044,2.405966286887821,0.0034875680135567637,0.9318645000457764
2375127,C7,bottom_left,214.0,524.0,216.6879119873047,523.9352416992188,0.249830961227417,2.6886919661828705,0.005110919673999048,0.9124366044998169
2375127,C7,bottom_right,263.0,510.0,262.2840270996094,512.7677612304688,0.15626980364322662,2.8588668074920265,0.004144683766879246,0.9124366044998169
2375127,C7,top_right,253.0,471.0,253.164794921875,468.7547912597656,0.1187850683927536,2.2512484655187697,0.003191101076336031,0.9124366044998169
2375127,C7,top_left,208.0,485.0,210.17417907714844,483.8637390136719,0.2760687470436096,2.4531905120804205,0.004434875587619594,0.9124366044998169
2375127,C5,bottom_left,195.0,411.0,194.8020477294922,409.24005126953125,0.18949228525161743,1.7710461979513024,0.0025176057263058336,0.8957412838935852
2375127,C5,bottom_right,241.0,397.0,238.32473754882812,396.138671875,0.27601054310798645,2.8105009022532204,0.005229926198177012,0.8957412838935852
2375127,C5,top_right,232.0,359.0,231.17921447753906,358.7996520996094,0.15041998028755188,0.8448835156827277,0.0015859510387860143,0.8957412838935852
2375127,C5,top_left,190.0,374.0,191.55406188964844,371.9010314941406,0.17911843955516815,2.611661759387538,0.004188437924360396,0.8957412838935852
2375127,C4,bottom_left,184.0,357.0,184.5897674560547,355.4464416503906,0.2159888595342636,1.6617368016211902,0.0024669219797955897,0.8688090443611145
2375127,C4,bottom_right,231.0,342.0,228.16632080078125,342.3258056640625,0.24467197060585022,2.8523476532183487,0.005406896746133991,0.8688090443611145
2375127,C4,top_right,222.0,305.0,222.312744140625,306.8999938964844,0.15623237192630768,1.9255611400766137,0.0027523896722264933,0.8688090443611145
2375127,C4,top_left,180.0,316.0,181.98817443847656,316.08447265625,0.12080512195825577,1.9899681473494808,0.0037816872444406714,0.8688090443611145
2375127,C6,bottom_left,206.0,465.0,204.7914276123047,464.0352783203125,0.21021723747253418,1.5463942367839516,0.0026723038408366976,0.8618538975715637
2375127,C6,bottom_right,253.0,451.0,250.70144653320312,450.3472900390625,0.20375627279281616,2.3894305457223415,0.004466330987350363,0.8618538975715637
2375127,C6,top_right,242.0,416.0,243.4870147705078,415.14959716796875,0.08365033566951752,1.7130084367670735,0.003072274916172578,0.8618538975715637
2375127,C6,top_left,200.0,428.0,200.20042419433594,427.5339660644531,0.24624212086200714,0.5073041363487178,0.0007613762787806657,0.8618538975715637
2912134,C7,bottom_left,217.0,528.0,218.47901916503906,525.4013061523438,0.25717952847480774,2.9901015709168295,0.0043017425105630405,0.9217678904533386
2912134,C7,bottom_right,268.0,517.0,268.8344421386719,513.6922607421875,0.10255543887615204,3.4113681537566833,0.004657008872085001,0.9217678904533386
2912134,C7,top_right,263.0,462.0,262.9961242675781,464.66070556640625,0.08643273264169693,2.6607083892089736,0.0035666355778930774,0.9217678904533386
2912134,C7,top_left,213.0,475.0,211.91090393066406,474.9061279296875,0.23207296431064606,1.0931341243542552,0.0018627807169552986,0.9217678904533386
2912134,C3,bottom_left,206.0,264.0,203.9857635498047,263.24517822265625,0.16276216506958008,2.151024033535607,0.003583095246688706,0.9171704649925232
2912134,C3,bottom_right,252.0,255.0,250.271728515625,256.70684814453125,0.2256162315607071,2.4290436208914685,0.0037327109471311528,0.9171704649925232
2912134,C3,top_right,249.0,211.0,248.82528686523438,210.2119140625,0.07311955839395523,0.807219997488222,0.0010976813039779622,0.9171704649925232
2912134,C3,top_left,205.0,218.0,206.15542602539062,218.20321655273438,0.14535562694072723,1.17316080204515,0.001990445493392677,0.9171704649925232
2912134,C4,bottom_left,200.0,326.0,203.6998291015625,326.5563049316406,0.2791886031627655,3.7414182548515553,0.006357587676204096,0.8942464590072632
2912134,C4,bottom_right,255.0,318.0,255.35650634765625,317.0541076660156,0.2421596497297287,1.0108457268097875,0.0014063498802963266,0.8942464590072632
2912134,C4,top_right,252.0,274.0,251.7187042236328,275.39068603515625,0.10228457301855087,1.418849873024144,0.0019250017343390696,0.8942464590072632
2912134,C4,top_left,208.0,281.0,205.1549530029297,281.9691467285156,0.09383387118577957,3.0055844351691974,0.005025836307626744,0.8942464590072632
2912134,C5,bottom_left,208.0,385.0,205.44093322753906,387.2909851074219,0.08254718035459518,3.4347395109880545,0.00533872254829102,0.8828400373458862
2912134,C5,bottom_right,260.0,384.0,259.40753173828125,382.916015625,0.11694251000881195,1.2353302256434016,0.0017701941901309979,0.8828400373458862
2912134,C5,top_right,257.0,334.0,255.7611541748047,335.5201721191406,0.20881544053554535,1.9610360145638206,0.0029362869156661082,0.8828400373458862
2912134,C5,top_left,206.0,350.0,205.44093322753906,349.37432861328125,0.20968854427337646,0.8390591994778754,0.0012702796961264356,0.8828400373458862
2912134,C6,bottom_left,210.0,451.0,210.642822265625,452.0527648925781,0.4006965160369873,1.2335049186072542,0.0017874163549523336,0.8569034934043884
2912134,C6,bottom_right,261.0,447.0,260.7148742675781,447.697265625,0.14158956706523895,0.7533100524324305,0.0010537342059078743,0.8569034934043884
2912134,C6,top_right,261.0,404.0,259.9891662597656,402.690673828125,0.09377078711986542,1.654122085806564,0.002460895525575268,0.8569034934043884
2912134,C6,top_left,212.0,410.0,212.0941925048828,409.22393798828125,0.0966598391532898,0.7817572986605573,0.0010526423074115185,0.8569034934043884
0069043,C5,bottom_left,243.0,633.0,240.4301300048828,629.5298461914062,0.3250492811203003,4.318124505743358,0.004797575088266677,0.9414786100387573
0069043,C5,bottom_right,322.0,613.0,321.33990478515625,610.615234375,0.18570733070373535,2.4744358506215627,0.0024997969323630877,0.9414786100387573
0069043,C5,top_right,312.0,540.0,310.8692321777344,540.6309814453125,0.12004542350769043,1.2949028736550074,0.001608427163555494,0.9414786100387573
0069043,C5,top_left,238.0,566.0,240.4301300048828,567.1115112304688,0.18703368306159973,2.6722629092381407,0.0033712249330532557,0.9414786100387573
0069043,C4,bottom_left,235.0,537.0,234.83343505859375,532.8535766601562,0.4540210962295532,4.149767510705469,0.0040829679127843315,0.9371786117553711
0069043,C4,bottom_right,316.0,524.0,312.529296875,517.7457885742188,0.07746511697769165,7.152687658513931,0.007652709132375835,0.9371786117553711
0069043,C4,top_right,313.0,446.0,308.7392272949219,445.9836730957031,0.09629928320646286,4.26080398659017,0.0055915882760767645,0.9371786117553711
0069043,C4,top_left,233.0,469.0,234.83343505859375,468.6454162597656,0.15495887398719788,1.8674082957187659,0.00243121278975079,0.9371786117553711
0069043,C6,bottom_left,272.0,734.0,271.1040954589844,729.8746337890625,0.3623845875263214,4.221527131377607,0.004223360724207098,0.8844282031059265
0069043,C6,bottom_right,346.0,702.0,342.085205078125,702.4288330078125,0.18434759974479675,3.9382124154148674,0.005154801257861751,0.8844282031059265
0069043,C6,top_right,325.0,631.0,325.04974365234375,631.4483032226562,0.06448319554328918,0.45105455367668684,0.00044561699934721357,0.8844282031059265
0069043,C6,top_left,249.0,660.0,254.06861877441406,660.7869262695312,0.2903522253036499,5.129341988405636,0.006696584525210576,0.8844282031059265
0069043,C7,bottom_left,312.0,836.0,313.3114013671875,832.3003540039062,0.13286153972148895,3.925194777622349,0.0040243572501896694,0.8267104029655457
0069043,C7,bottom_right,390.0,795.0,375.56103515625,795.2935791015625,0.10902680456638336,14.441949122189937,0.0189509714917729,0.8267104029655457
0069043,C7,top_right,349.0,723.0,351.0384216308594,725.0755615234375,0.1046137660741806,2.9091439260939964,0.00336470878018297,0.8267104029655457
0069043,C7,top_left,281.0,755.0,282.18658447265625,756.3889770507812,0.1587245613336563,1.8268114183861153,0.002071270625892454,0.8267104029655457
0069043,C3,bottom_left,230.0,439.0,236.64187622070312,434.685546875,0.5755337476730347,7.920165749462817,0.009693944053269288,0.7972080707550049
0069043,C3,bottom_right,316.0,430.0,311.00537109375,425.1863098144531,0.11524668335914612,6.936708954077458,0.008084962043958446,0.7972080707550049
0069043,C3,top_right,322.0,354.0,313.82928466796875,355.8419189453125,0.10441974550485611,8.375753962372082,0.010874603022459359,0.7972080707550049
0069043,C3,top_left,235.0,368.0,241.34841918945312,365.3411560058594,0.12500135600566864,6.8827231231682084,0.008731835778131358,0.7972080707550049
0292130,C5,bottom_left,136.0,410.0,136.7095947265625,408.2572326660156,0.43150272965431213,1.881691434951096,0.002930034716040295,0.9439960718154907
0292130,C5,bottom_right,188.0,406.0,187.23280334472656,403.2445983886719,0.21747857332229614,2.860214807942295,0.004256958286831231,0.9439960718154907
0292130,C5,top_right,185.0,359.0,185.01202392578125,359.8017578125,0.12026122212409973,0.8018479685675947,0.0011343455805357206,0.9439960718154907
0292130,C5,top_left,136.0,366.0,136.7095947265625,367.0422058105469,0.16828975081443787,1.2608400483419686,0.0021637547440224113,0.9439960718154907
0292130,C3,bottom_left,135.0,290.0,136.01199340820312,287.76495361328125,0.46625614166259766,2.4534797755496407,0.0038854310790736556,0.9236384630203247
0292130,C3,bottom_right,188.0,284.0,187.774169921875,283.31451416015625,0.11272411793470383,0.7217271373671873,0.0010927796008624905,0.9236384630203247
